[2025-05-12 14:37:12,134][__main__][INFO] - Starting training...
[2025-05-12 14:37:12,134][__main__][INFO] - Original Hydra directory: /fs/cml-scratch/amishab/equibot
[2025-05-12 14:37:12,134][__main__][INFO] - Target output directory: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 14:37:12,134][__main__][INFO] - Changed working directory to: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 14:37:12,135][__main__][WARNING] - Hydra config directory not found at /fs/cml-scratch/amishab/equibot/.hydra
[2025-05-12 14:37:14,913][__main__][INFO] - Successfully initialized wandb
[2025-05-12 14:37:35,169][__main__][INFO] - Initialized dataloader with 1787 samples
[2025-05-12 15:01:11,041][__main__][INFO] - Starting training...
[2025-05-12 15:01:11,042][__main__][INFO] - Original Hydra directory: /fs/cml-scratch/amishab/equibot
[2025-05-12 15:01:11,042][__main__][INFO] - Target output directory: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 15:01:11,042][__main__][INFO] - Changed working directory to: /fs/nexus-projects/Sketch_VLM_RL/equibit
[2025-05-12 15:01:11,042][__main__][WARNING] - Hydra config directory not found at /fs/cml-scratch/amishab/equibot/.hydra
[2025-05-12 15:01:13,955][__main__][INFO] - Successfully initialized wandb
[2025-05-12 15:01:27,546][__main__][INFO] - Initialized dataloader with 1787 samples
[2025-05-12 15:02:06,315][__main__][INFO] - Initialized evaluation environment
[2025-05-12 15:02:19,338][__main__][INFO] - Starting training from scratch
[2025-05-12 15:02:29,342][__main__][INFO] - Epoch 0, Batch 0, Metrics: {'loss': tensor(1.1317, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.214212, 'mean_pred_noise_norm': 4.876837}
[2025-05-12 15:02:33,544][__main__][INFO] - Epoch 0, Batch 33, Metrics: {'loss': tensor(1.0494, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.080906, 'mean_pred_noise_norm': 3.3375502}
[2025-05-12 15:02:33,666][__main__][INFO] - Epoch 0, Batch 34, Metrics: {'loss': tensor(1.0334, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.872332, 'mean_pred_noise_norm': 3.3489408}
[2025-05-12 15:02:33,795][__main__][INFO] - Epoch 0, Batch 35, Metrics: {'loss': tensor(1.0450, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.025899, 'mean_pred_noise_norm': 3.2784219}
[2025-05-12 15:02:33,923][__main__][INFO] - Epoch 0, Batch 36, Metrics: {'loss': tensor(1.0516, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.0732565, 'mean_pred_noise_norm': 3.2445211}
[2025-05-12 15:02:34,046][__main__][INFO] - Epoch 0, Batch 37, Metrics: {'loss': tensor(1.0356, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.076433, 'mean_pred_noise_norm': 3.1240711}
[2025-05-12 15:02:34,175][__main__][INFO] - Epoch 0, Batch 38, Metrics: {'loss': tensor(1.0288, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.942629, 'mean_pred_noise_norm': 3.2491174}
[2025-05-12 15:02:34,285][__main__][INFO] - Epoch 0, Batch 39, Metrics: {'loss': tensor(1.0208, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.965649, 'mean_pred_noise_norm': 3.150174}
[2025-05-12 15:02:34,395][__main__][INFO] - Epoch 0, Batch 40, Metrics: {'loss': tensor(1.0643, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.184248, 'mean_pred_noise_norm': 3.108344}
[2025-05-12 15:02:34,506][__main__][INFO] - Epoch 0, Batch 41, Metrics: {'loss': tensor(1.0286, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.961187, 'mean_pred_noise_norm': 3.142301}
[2025-05-12 15:02:34,616][__main__][INFO] - Epoch 0, Batch 42, Metrics: {'loss': tensor(1.0184, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.920418, 'mean_pred_noise_norm': 2.9871964}
[2025-05-12 15:02:34,726][__main__][INFO] - Epoch 0, Batch 43, Metrics: {'loss': tensor(1.0022, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.819149, 'mean_pred_noise_norm': 2.996078}
[2025-05-12 15:02:34,836][__main__][INFO] - Epoch 0, Batch 44, Metrics: {'loss': tensor(1.0342, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.046516, 'mean_pred_noise_norm': 3.07753}
[2025-05-12 15:02:34,946][__main__][INFO] - Epoch 0, Batch 45, Metrics: {'loss': tensor(1.0197, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.00773, 'mean_pred_noise_norm': 3.0237803}
[2025-05-12 15:02:35,056][__main__][INFO] - Epoch 0, Batch 46, Metrics: {'loss': tensor(0.9810, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.807009, 'mean_pred_noise_norm': 2.912283}
[2025-05-12 15:02:35,166][__main__][INFO] - Epoch 0, Batch 47, Metrics: {'loss': tensor(1.0097, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.978544, 'mean_pred_noise_norm': 2.83169}
[2025-05-12 15:02:35,276][__main__][INFO] - Epoch 0, Batch 48, Metrics: {'loss': tensor(1.0094, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.881004, 'mean_pred_noise_norm': 2.902865}
[2025-05-12 15:02:35,386][__main__][INFO] - Epoch 0, Batch 49, Metrics: {'loss': tensor(0.9714, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.78334, 'mean_pred_noise_norm': 2.9101639}
[2025-05-12 15:02:35,496][__main__][INFO] - Epoch 0, Batch 50, Metrics: {'loss': tensor(1.0036, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.951393, 'mean_pred_noise_norm': 2.7451205}
[2025-05-12 15:02:35,606][__main__][INFO] - Epoch 0, Batch 51, Metrics: {'loss': tensor(1.0094, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.005953, 'mean_pred_noise_norm': 2.66215}
[2025-05-12 15:02:35,716][__main__][INFO] - Epoch 0, Batch 52, Metrics: {'loss': tensor(0.9891, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.849054, 'mean_pred_noise_norm': 2.8197002}
[2025-05-12 15:02:35,826][__main__][INFO] - Epoch 0, Batch 53, Metrics: {'loss': tensor(0.9993, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.952932, 'mean_pred_noise_norm': 2.741969}
[2025-05-12 15:02:35,936][__main__][INFO] - Epoch 0, Batch 54, Metrics: {'loss': tensor(0.9856, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.868044, 'mean_pred_noise_norm': 2.6530528}
[2025-05-12 15:02:36,002][__main__][INFO] - Saving checkpoint to /fs/nexus-projects/Sketch_VLM_RL/equibit/ckpt00000.pth
[2025-05-12 15:02:39,110][__main__][INFO] - Successfully saved checkpoint to /fs/nexus-projects/Sketch_VLM_RL/equibit/ckpt00000.pth
[2025-05-12 15:02:39,111][__main__][ERROR] - Failed to save checkpoint to /fs/nexus-projects/Sketch_VLM_RL/equibit/ckpt00000.pth: '/fs/nexus-projects/Sketch_VLM_RL/equibit/ckpt00000.pth' and '/fs/nexus-projects/Sketch_VLM_RL/equibit/ckpt00000.pth' are the same file
[2025-05-12 15:02:39,681][__main__][INFO] - Epoch 1, Batch 0, Metrics: {'loss': tensor(0.9930, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.895938, 'mean_pred_noise_norm': 2.5247812}
[2025-05-12 15:02:39,816][__main__][INFO] - Epoch 1, Batch 1, Metrics: {'loss': tensor(1.0176, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.072712, 'mean_pred_noise_norm': 2.7204552}
[2025-05-12 15:02:39,945][__main__][INFO] - Epoch 1, Batch 2, Metrics: {'loss': tensor(1.0163, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.095964, 'mean_pred_noise_norm': 2.804142}
[2025-05-12 15:02:40,074][__main__][INFO] - Epoch 1, Batch 3, Metrics: {'loss': tensor(0.9769, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.848152, 'mean_pred_noise_norm': 2.6413226}
[2025-05-12 15:02:40,203][__main__][INFO] - Epoch 1, Batch 4, Metrics: {'loss': tensor(0.9976, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.972769, 'mean_pred_noise_norm': 2.6083803}
[2025-05-12 15:02:40,326][__main__][INFO] - Epoch 1, Batch 5, Metrics: {'loss': tensor(1.0202, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.107035, 'mean_pred_noise_norm': 2.5850284}
[2025-05-12 15:02:40,455][__main__][INFO] - Epoch 1, Batch 6, Metrics: {'loss': tensor(0.9791, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.877012, 'mean_pred_noise_norm': 2.665012}
[2025-05-12 15:02:40,582][__main__][INFO] - Epoch 1, Batch 7, Metrics: {'loss': tensor(0.9958, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.985405, 'mean_pred_noise_norm': 2.6239767}
[2025-05-12 15:02:40,702][__main__][INFO] - Epoch 1, Batch 8, Metrics: {'loss': tensor(0.9980, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.03467, 'mean_pred_noise_norm': 2.6026711}
[2025-05-12 15:02:40,831][__main__][INFO] - Epoch 1, Batch 9, Metrics: {'loss': tensor(0.9954, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.986893, 'mean_pred_noise_norm': 2.546782}
[2025-05-12 15:02:40,960][__main__][INFO] - Epoch 1, Batch 10, Metrics: {'loss': tensor(0.9869, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.969655, 'mean_pred_noise_norm': 2.5123317}
[2025-05-12 15:02:41,089][__main__][INFO] - Epoch 1, Batch 11, Metrics: {'loss': tensor(0.9922, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.009484, 'mean_pred_noise_norm': 2.5824363}
[2025-05-12 15:02:41,218][__main__][INFO] - Epoch 1, Batch 12, Metrics: {'loss': tensor(0.9715, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.821265, 'mean_pred_noise_norm': 2.416791}
[2025-05-12 15:02:41,346][__main__][INFO] - Epoch 1, Batch 13, Metrics: {'loss': tensor(0.9719, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.889775, 'mean_pred_noise_norm': 2.6154454}
[2025-05-12 15:02:41,474][__main__][INFO] - Epoch 1, Batch 14, Metrics: {'loss': tensor(1.0084, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.19656, 'mean_pred_noise_norm': 2.4145293}
[2025-05-12 15:02:41,603][__main__][INFO] - Epoch 1, Batch 15, Metrics: {'loss': tensor(0.9528, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.797773, 'mean_pred_noise_norm': 2.5479054}
[2025-05-12 15:02:41,726][__main__][INFO] - Epoch 1, Batch 16, Metrics: {'loss': tensor(0.9811, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.9564495, 'mean_pred_noise_norm': 2.491118}
[2025-05-12 15:02:41,855][__main__][INFO] - Epoch 1, Batch 17, Metrics: {'loss': tensor(0.9966, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.048721, 'mean_pred_noise_norm': 2.4308913}
[2025-05-12 15:02:41,983][__main__][INFO] - Epoch 1, Batch 18, Metrics: {'loss': tensor(0.9668, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.924567, 'mean_pred_noise_norm': 2.4090097}
[2025-05-12 15:02:42,113][__main__][INFO] - Epoch 1, Batch 19, Metrics: {'loss': tensor(0.9984, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.1356325, 'mean_pred_noise_norm': 2.5117807}
[2025-05-12 15:02:42,242][__main__][INFO] - Epoch 1, Batch 20, Metrics: {'loss': tensor(0.9532, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.788969, 'mean_pred_noise_norm': 2.526192}
[2025-05-12 15:02:42,371][__main__][INFO] - Epoch 1, Batch 21, Metrics: {'loss': tensor(0.9864, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.069431, 'mean_pred_noise_norm': 2.4312706}
[2025-05-12 15:02:42,494][__main__][INFO] - Epoch 1, Batch 22, Metrics: {'loss': tensor(0.9550, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.867446, 'mean_pred_noise_norm': 2.4984183}
[2025-05-12 15:02:42,615][__main__][INFO] - Epoch 1, Batch 23, Metrics: {'loss': tensor(0.9691, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.943218, 'mean_pred_noise_norm': 2.5381482}
[2025-05-12 15:02:42,744][__main__][INFO] - Epoch 1, Batch 24, Metrics: {'loss': tensor(0.9537, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.878009, 'mean_pred_noise_norm': 2.57085}
[2025-05-12 15:02:42,872][__main__][INFO] - Epoch 1, Batch 25, Metrics: {'loss': tensor(0.9668, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.000206, 'mean_pred_noise_norm': 2.5003529}
[2025-05-12 15:02:43,000][__main__][INFO] - Epoch 1, Batch 26, Metrics: {'loss': tensor(0.9714, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.039734, 'mean_pred_noise_norm': 2.46632}
[2025-05-12 15:02:43,123][__main__][INFO] - Epoch 1, Batch 27, Metrics: {'loss': tensor(0.9532, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.891125, 'mean_pred_noise_norm': 2.4857874}
[2025-05-12 15:02:43,252][__main__][INFO] - Epoch 1, Batch 28, Metrics: {'loss': tensor(0.9461, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.856009, 'mean_pred_noise_norm': 2.5322576}
[2025-05-12 15:02:43,380][__main__][INFO] - Epoch 1, Batch 29, Metrics: {'loss': tensor(0.9856, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.192702, 'mean_pred_noise_norm': 2.5290718}
[2025-05-12 15:02:43,509][__main__][INFO] - Epoch 1, Batch 30, Metrics: {'loss': tensor(0.9448, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.854576, 'mean_pred_noise_norm': 2.4595585}
[2025-05-12 15:02:43,637][__main__][INFO] - Epoch 1, Batch 31, Metrics: {'loss': tensor(0.9344, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.762407, 'mean_pred_noise_norm': 2.444016}
[2025-05-12 15:02:43,766][__main__][INFO] - Epoch 1, Batch 32, Metrics: {'loss': tensor(0.9600, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.95635, 'mean_pred_noise_norm': 2.401978}
[2025-05-12 15:02:43,894][__main__][INFO] - Epoch 1, Batch 33, Metrics: {'loss': tensor(0.9553, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.964029, 'mean_pred_noise_norm': 2.5725055}
[2025-05-12 15:02:44,023][__main__][INFO] - Epoch 1, Batch 34, Metrics: {'loss': tensor(0.9557, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.017547, 'mean_pred_noise_norm': 2.6064432}
[2025-05-12 15:02:44,151][__main__][INFO] - Epoch 1, Batch 35, Metrics: {'loss': tensor(0.9725, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.157236, 'mean_pred_noise_norm': 2.596666}
[2025-05-12 15:02:44,279][__main__][INFO] - Epoch 1, Batch 36, Metrics: {'loss': tensor(0.9467, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.95584, 'mean_pred_noise_norm': 2.5810614}
[2025-05-12 15:02:44,408][__main__][INFO] - Epoch 1, Batch 37, Metrics: {'loss': tensor(0.9364, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.871979, 'mean_pred_noise_norm': 2.6792965}
[2025-05-12 15:02:44,518][__main__][INFO] - Epoch 1, Batch 38, Metrics: {'loss': tensor(0.9426, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.937828, 'mean_pred_noise_norm': 2.4503767}
[2025-05-12 15:02:44,629][__main__][INFO] - Epoch 1, Batch 39, Metrics: {'loss': tensor(0.9234, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 14.874933, 'mean_pred_noise_norm': 2.6302795}
[2025-05-12 15:02:44,739][__main__][INFO] - Epoch 1, Batch 40, Metrics: {'loss': tensor(0.9556, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.074556, 'mean_pred_noise_norm': 2.6909113}
[2025-05-12 15:02:44,849][__main__][INFO] - Epoch 1, Batch 41, Metrics: {'loss': tensor(0.9574, device='cuda:0', grad_fn=<MseLossBackward0>), 'mean_gt_noise_norm': 15.104313, 'mean_pred_noise_norm': 2.7289686}
